,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
7421,98.0,124,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,3.0,258.0,1,95.0,18,t,2.0
7427,100.0,133,Mitte,t,Private room,3,Private room,1.0,2.0,40.0,1,99.0,27,t,0.0
7452,50.0,364,Lichtenberg,f,Private room,5,Private room,2.0,3.0,50.0,1,89.0,12,f,0.0
7455,98.0,48,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,1.0,3.0,161.0,1,94.0,18,t,1.0
7456,98.0,53,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,3.0,193.14,1,96.0,18,t,1.0
7457,98.0,44,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,118.0,1,95.0,17,t,1.0
7464,100.0,179,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,5.0,89.0,2,75.0,9,f,1.0
7465,98.0,361,Mitte,f,Entire home/apt,7,Entire home/apt,3.0,4.0,90.0,1,88.0,19,t,1.0
7466,98.0,241,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,3.0,56.0,1,91.0,20,t,1.0
7467,98.0,53,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,144.0,1,94.0,21,t,1.0
7470,0.0,107,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,110.0,3,100.0,11,f,1.0
7472,100.0,334,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,2.0,6.0,76.0,3,94.0,32,t,1.0
7476,98.0,47,Tempelhof - Schöneberg,f,Entire home/apt,7,Entire home/apt,3.0,7.0,258.0,1,96.0,23,t,1.5
7481,0.0,72,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,2.0,70.0,62,0.0,8,f,1.0
7484,90.0,71,Pankow,f,Entire home/apt,5,Entire home/apt,3.0,3.0,158.0,2,94.0,28,f,1.0
7488,100.0,103,Mitte,f,Entire home/apt,8,Entire home/apt,2.0,5.0,119.0,1,89.0,29,t,1.0
7489,0.0,113,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,3.0,4.0,180.0,7,0.0,11,f,1.0
7493,100.0,177,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,3.0,200.0,3,97.0,31,t,2.0
7497,98.0,263,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,40.71,1,94.0,18,t,1.0
7499,0.0,258,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,57.0,180,0.0,27,f,2.0
7511,98.0,53,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,122.0,1,93.0,18,t,1.0
7512,98.0,46,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,125.0,1,88.0,19,t,1.0
7516,98.0,53,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,114.0,1,94.0,18,t,1.0
7534,100.0,84,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,3.0,249.0,2,0.0,15,f,2.0
7563,98.0,48,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,133.0,1,94.0,19,t,1.0
7566,100.0,254,Pankow,t,Private room,3,Private room,1.0,2.0,40.0,3,98.0,16,f,0.0
7573,98.0,82,Mitte,f,Entire home/apt,6,Entire home/apt,1.0,2.0,54.0,1,89.0,19,t,1.0
7577,100.0,349,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,71.0,2,97.0,30,t,1.0
7578,100.0,345,Spandau,f,Entire home/apt,5,Entire home/apt,2.0,4.0,41.0,30,93.0,20,f,1.0
7601,100.0,155,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,4.0,60.0,3,94.0,27,f,1.0
7606,79.0,365,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,89.0,91,0.0,32,t,2.0
7616,100.0,117,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,199.0,7,98.0,39,f,2.0
7621,100.0,358,Neukölln,t,Private room,4,Private room,2.0,3.0,55.0,1,96.0,23,t,0.0
7624,100.0,364,Steglitz - Zehlendorf,t,Entire home/apt,5,Entire home/apt,3.0,3.0,95.0,5,100.0,14,f,2.0
7626,0.0,197,Steglitz - Zehlendorf,f,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,3,99.0,19,f,1.0
7636,83.0,164,Charlottenburg-Wilm.,f,Entire home/apt,9,Entire home/apt,3.0,4.0,169.0,2,92.0,33,f,2.0
7645,100.0,145,Charlottenburg-Wilm.,f,Entire home/apt,10,Entire home/apt,5.0,8.0,218.0,1,89.0,27,f,2.0
7648,98.0,50,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,122.0,1,88.0,19,t,1.0
7651,100.0,179,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,2.0,192.0,3,97.0,41,t,2.0
7670,100.0,187,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,135.0,2,98.0,17,t,1.0
7697,100.0,145,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,1.0,30.0,2,95.0,14,t,0.0
7699,98.0,351,Mitte,f,Entire home/apt,8,Entire home/apt,3.0,5.0,61.0,1,81.0,19,t,1.0
7702,100.0,49,Neukölln,f,Entire home/apt,6,Entire home/apt,2.0,1.0,54.0,3,96.0,29,t,1.0
7704,80.0,214,Neukölln,t,Entire home/apt,6,Entire home/apt,2.0,4.0,78.0,3,95.0,11,t,1.0
7720,100.0,337,Treptow - Köpenick,f,Entire home/apt,7,Entire home/apt,2.0,4.0,84.0,2,97.0,15,t,1.0
7722,0.0,139,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,3.0,3.0,108.0,4,97.0,18,f,1.0
7728,100.0,178,Charlottenburg-Wilm.,f,Private room,4,Private room,1.0,2.0,104.0,1,96.0,12,t,0.0
7729,100.0,357,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,66.0,5,85.0,34,f,1.5
7730,100.0,348,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,80.0,5,85.0,35,f,1.0
7738,0.0,202,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,5.0,44.0,63,0.0,12,f,1.0
7746,100.0,150,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,3.0,2.0,175.0,3,98.0,37,f,2.5
7757,0.0,54,Pankow,f,Entire home/apt,6,Entire home/apt,4.0,2.0,150.0,3,100.0,27,f,2.0
7762,100.0,165,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,3.0,35.0,80,100.0,34,f,1.0
7766,0.0,98,Tempelhof - Schöneberg,f,Private room,3,Private room,1.0,1.0,44.0,1,97.0,30,f,0.0
7772,100.0,363,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,138.0,2,89.0,16,t,1.0
7774,100.0,260,Steglitz - Zehlendorf,f,Entire home/apt,5,Entire home/apt,3.0,3.0,200.0,3,96.0,30,f,2.0
7777,100.0,91,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,102.0,3,99.0,28,f,1.0
7781,96.0,296,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,62.0,1,92.0,44,t,1.0
7782,92.0,361,Lichtenberg,f,Entire home/apt,6,Entire home/apt,2.0,5.0,120.0,2,86.0,15,t,1.0
7784,100.0,111,Mitte,t,Private room,5,Private room,2.0,1.0,29.0,3,95.0,27,f,0.0
7787,100.0,210,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,125.0,3,99.0,22,t,1.0
7793,54.0,331,Neukölln,f,Entire home/apt,6,Entire home/apt,1.0,3.0,90.0,3,87.0,14,f,1.0
7796,100.0,325,Lichtenberg,f,Entire home/apt,8,Entire home/apt,2.0,8.0,88.0,1,92.0,28,t,1.0
7797,100.0,302,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,3.0,72.14,3,97.0,33,f,1.0
7809,100.0,71,Tempelhof - Schöneberg,t,Entire home/apt,4,Entire home/apt,1.0,0.0,89.0,5,99.0,29,f,1.0
7827,100.0,334,Spandau,f,Entire home/apt,3,Entire home/apt,1.0,3.0,29.0,30,100.0,20,f,1.0
7836,100.0,203,Friedrichshain-Kreuzberg,t,Entire home/apt,3,Entire home/apt,1.0,1.0,36.0,60,80.0,6,t,1.0
7837,100.0,364,Friedrichshain-Kreuzberg,f,Private room,4,Private room,2.0,2.0,95.0,60,99.0,19,f,0.0
7843,67.0,354,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,109.0,6,99.0,35,f,1.0
7849,0.0,232,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,2.0,6.0,99.0,60,100.0,28,f,2.0
7857,98.0,232,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,48.0,1,88.0,20,t,1.0
7861,100.0,149,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,4.0,82.0,2,94.0,27,t,1.0
7877,0.0,87,Mitte,f,Private room,3,Private room,1.0,2.0,61.0,1,91.0,23,f,0.0
7893,98.0,353,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,52.14,1,94.0,18,t,1.0
7894,89.0,115,Pankow,t,Entire home/apt,6,Entire home/apt,4.0,4.0,295.0,3,99.0,27,f,2.0
7912,100.0,338,Pankow,t,Entire home/apt,6,Entire home/apt,3.0,4.0,220.0,3,95.0,18,t,1.0
7915,0.0,263,Mitte,f,Private room,4,Private room,2.0,2.0,103.0,7,100.0,23,f,1.0
7919,0.0,364,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,200.0,2,94.0,29,f,1.0
7921,100.0,360,Charlottenburg-Wilm.,t,Private room,4,Private room,1.0,4.0,100.0,2,98.0,26,f,0.0
7928,100.0,160,Friedrichshain-Kreuzberg,t,Private room,3,Private room,1.0,1.0,59.0,2,100.0,37,f,0.0
7930,100.0,359,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,5,98.0,28,t,2.0
7936,100.0,77,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,5.0,150.0,6,100.0,10,f,2.0
7967,100.0,63,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,62.0,1,93.0,6,f,1.0
7971,100.0,74,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,61.43,5,97.0,25,t,2.0
7984,100.0,365,Charlottenburg-Wilm.,f,Private room,4,Private room,2.0,2.0,42.0,240,0.0,10,f,0.0
7986,0.0,207,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,2.0,2.0,55.0,60,100.0,34,f,2.0
7990,100.0,323,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,73.0,1,98.0,39,t,1.0
7995,54.0,333,Neukölln,f,Entire home/apt,6,Entire home/apt,2.0,3.0,90.0,3,88.0,12,f,1.0
7996,54.0,346,Neukölln,f,Entire home/apt,6,Entire home/apt,1.0,3.0,90.0,3,88.0,13,f,1.0
7999,100.0,365,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,120.0,1,95.0,31,t,1.0
8005,100.0,343,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,249.0,5,97.0,53,f,2.5
8006,100.0,268,Charlottenburg-Wilm.,t,Private room,4,Private room,2.0,3.0,195.0,3,100.0,28,f,0.0
8009,100.0,291,Steglitz - Zehlendorf,t,Entire home/apt,6,Entire home/apt,3.0,5.0,90.0,5,100.0,20,f,1.5
8012,93.0,311,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,54.0,2,97.0,31,t,1.0
8027,100.0,52,Mitte,t,Entire home/apt,16,Entire home/apt,5.0,10.0,389.0,2,99.0,29,t,2.0
8034,0.0,106,Marzahn - Hellersdorf,f,Entire home/apt,6,Entire home/apt,3.0,3.0,139.0,4,99.0,35,f,1.5
8037,0.0,177,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,3.0,3.0,144.0,14,100.0,13,f,2.0
8045,0.0,45,Pankow,f,Entire home/apt,4,Entire home/apt,3.0,3.0,115.0,5,93.0,4,f,2.0
8047,0.0,164,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,159.0,5,96.0,33,f,1.0
8052,100.0,180,Pankow,t,Entire home/apt,7,Entire home/apt,4.0,9.0,314.0,3,100.0,56,f,2.0
8065,98.0,53,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,114.29,1,91.0,18,t,1.0
8067,100.0,223,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,130.0,2,96.0,13,t,1.0
8120,90.0,167,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,3.0,4.0,79.0,1,80.0,25,f,2.0
8126,90.0,349,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,3,83.0,27,t,1.5
8132,90.0,358,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,130.0,4,96.0,27,t,1.5
8134,100.0,353,Spandau,f,Entire home/apt,3,Entire home/apt,1.0,3.0,31.0,30,90.0,18,f,1.0
8157,100.0,53,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,3.0,109.0,3,98.0,35,t,1.0
8163,100.0,338,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,29.0,28,87.0,25,f,1.0
8165,100.0,84,Pankow,t,Entire home/apt,3,Entire home/apt,1.0,2.0,61.0,2,98.0,43,f,1.0
8169,97.0,363,Mitte,f,Entire home/apt,16,Entire home/apt,1.0,1.0,500.0,1,100.0,8,f,1.0
8175,0.0,93,Treptow - Köpenick,f,Private room,5,Private room,3.0,3.0,95.0,14,100.0,37,f,0.0
8188,100.0,305,Steglitz - Zehlendorf,t,Entire home/apt,4,Entire home/apt,2.0,2.0,102.0,3,97.0,34,t,1.0
8190,100.0,281,Friedrichshain-Kreuzberg,f,Private room,3,Private room,2.0,2.0,62.86,2,97.0,16,f,0.0
8207,100.0,347,Pankow,t,Entire home/apt,6,Entire home/apt,2.0,0.0,179.0,2,98.0,23,f,2.5
8209,0.0,45,Pankow,t,Private room,4,Private room,1.0,2.0,70.0,3,98.0,25,t,0.0
8211,100.0,162,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,5.0,120.0,3,96.0,40,t,1.5
8215,100.0,336,Spandau,f,Entire home/apt,5,Entire home/apt,2.0,5.0,40.0,30,60.0,15,f,1.0
8219,100.0,78,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,50.0,2,85.0,24,f,1.0
8239,100.0,359,Pankow,t,Private room,4,Private room,2.0,1.0,50.0,2,97.0,33,f,0.0
8245,0.0,354,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,3.0,6.0,200.0,7,100.0,27,f,2.0
8250,100.0,80,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,47.0,3,92.0,29,t,1.0
8255,0.0,305,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,50.0,2,99.0,18,f,0.0
8268,100.0,359,Reinickendorf,t,Private room,3,Private room,1.0,2.0,30.0,1,99.0,32,f,0.0
8269,0.0,89,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,75.0,2,98.0,8,f,1.0
8276,0.0,32,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,126.0,4,100.0,14,f,1.0
8282,100.0,359,Neukölln,f,Private room,4,Private room,1.0,2.0,40.0,1,94.0,31,t,0.0
8283,100.0,140,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,105.0,2,97.0,28,t,1.0
8290,100.0,175,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,95.0,2,96.0,25,t,1.0
8294,100.0,138,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,95.0,2,99.0,27,t,1.0
8299,100.0,175,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,3.0,69.0,2,98.0,25,t,1.0
8308,100.0,104,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,3.0,4.0,197.0,7,100.0,48,f,0.0
8322,100.0,365,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,183.0,2,95.0,18,f,2.0
8327,50.0,363,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,4.0,4.0,135.0,90,0.0,18,f,2.0
8331,100.0,65,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,2.0,50.0,1,95.0,24,t,1.0
8333,100.0,64,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,43.0,1,93.0,23,t,1.0
8336,100.0,349,Steglitz - Zehlendorf,f,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,3,95.0,9,f,1.0
8337,100.0,148,Pankow,f,Private room,3,Private room,1.0,2.0,39.0,1,100.0,14,t,0.0
8365,100.0,60,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,43.0,1,92.0,26,t,1.0
8372,100.0,44,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,3.0,34.0,1,92.0,26,t,1.0
8390,100.0,258,Friedrichshain-Kreuzberg,t,Entire home/apt,3,Entire home/apt,1.0,2.0,80.0,2,100.0,25,f,1.0
8394,100.0,111,Lichtenberg,t,Entire home/apt,10,Entire home/apt,2.0,3.0,199.0,2,95.0,29,t,2.0
8396,90.0,363,Lichtenberg,f,Private room,3,Private room,1.0,1.0,42.0,2,90.0,20,t,0.0
8398,100.0,356,Pankow,t,Entire home/apt,5,Entire home/apt,2.0,2.0,150.0,2,99.0,28,t,1.5
8405,100.0,107,Neukölln,f,Entire home/apt,3,Entire home/apt,2.0,2.0,90.0,3,96.0,28,f,1.0
8417,0.0,139,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,89.0,7,92.0,11,f,1.0
8423,90.0,365,Neukölln,f,Private room,4,Private room,1.0,7.0,54.0,1,76.0,4,t,0.0
8438,100.0,81,Pankow,t,Entire home/apt,5,Entire home/apt,3.0,5.0,195.0,2,98.0,26,f,1.5
8446,100.0,348,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,105.0,6,98.0,29,f,1.0
8448,100.0,111,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,30,98.0,25,t,1.0
8450,100.0,48,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,85.0,3,99.0,22,f,1.0
8459,100.0,60,Pankow,f,Entire home/apt,13,Entire home/apt,3.0,6.0,220.0,2,92.0,29,t,1.0
8489,100.0,344,Pankow,f,Entire home/apt,6,Entire home/apt,1.0,6.0,100.0,2,84.0,17,t,1.5
8491,90.0,360,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,4,93.0,29,t,1.0
8501,100.0,176,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,106.0,2,98.0,26,t,1.0
8505,67.0,352,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,40.0,30,93.0,20,t,1.0
8512,100.0,89,Pankow,f,Private room,6,Private room,3.0,3.0,150.0,5,90.0,24,f,2.0
8525,100.0,363,Pankow,t,Entire home/apt,3,Entire home/apt,1.0,1.0,69.0,2,99.0,31,f,1.0
8529,0.0,88,Mitte,f,Entire home/apt,5,Entire home/apt,3.0,4.0,160.0,2,99.0,30,f,1.0
8552,0.0,73,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,35.0,2,98.0,12,t,1.0
8555,0.0,77,Treptow - Köpenick,f,Entire home/apt,5,Entire home/apt,1.0,3.0,54.0,7,97.0,10,f,1.0
8585,100.0,352,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,1.0,92.0,1,97.0,30,f,1.0
8590,56.0,177,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,300.0,2,100.0,13,f,1.0
8603,74.0,317,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,3.0,6.0,113.0,7,0.0,11,t,2.0
8604,74.0,317,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,3.0,6.0,113.0,7,0.0,11,t,2.0
8606,74.0,320,Treptow - Köpenick,f,Entire home/apt,8,Entire home/apt,4.0,4.0,131.0,7,0.0,12,t,2.5
8607,74.0,319,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,3.0,6.0,113.0,7,0.0,11,t,2.0
8610,74.0,319,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,5.0,84.0,7,0.0,10,t,2.0
8611,74.0,311,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,5.0,84.0,7,0.0,11,t,2.0
8617,90.0,355,Mitte,f,Entire home/apt,9,Entire home/apt,2.0,5.0,129.0,3,94.0,15,t,1.5
8625,0.0,194,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,6.0,89.0,10,100.0,23,t,2.0
8631,100.0,357,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,92.0,2,96.0,34,t,1.0
8635,100.0,109,Pankow,t,Entire home/apt,4,Entire home/apt,3.0,3.0,173.0,2,97.0,26,t,1.0
8639,0.0,53,Pankow,f,Private room,4,Private room,2.0,2.0,70.0,3,97.0,33,f,0.0
8641,90.0,331,Mitte,f,Entire home/apt,10,Entire home/apt,4.0,7.0,231.0,3,92.0,14,t,2.0
8660,100.0,165,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,2.0,103.0,1,97.0,27,t,1.5
8663,0.0,180,Neukölln,f,Private room,4,Private room,1.0,1.0,65.0,4,0.0,7,f,0.0
8672,100.0,293,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,51.0,2,96.0,21,t,1.0
8676,100.0,120,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,60.0,2,90.0,23,f,0.0
8684,100.0,363,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,4.0,63.0,3,94.0,37,f,1.0
8700,54.0,302,Neukölln,f,Entire home/apt,6,Entire home/apt,2.0,3.0,90.0,3,90.0,9,f,1.0
8711,100.0,259,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,3.0,3.0,83.0,2,94.0,27,f,1.0
8717,100.0,358,Charlottenburg-Wilm.,t,Entire home/apt,3,Entire home/apt,1.0,1.0,100.0,3,97.0,35,t,2.0
8719,80.0,281,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,101.0,2,97.0,30,f,1.0
8725,100.0,359,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,3.0,90.0,1,97.0,29,f,1.0
8742,100.0,68,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,36.0,20,100.0,7,t,1.0
8767,50.0,151,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,3.0,3.0,189.0,60,0.0,12,f,1.0
8800,100.0,101,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,67.0,1,85.0,21,t,1.0
8801,0.0,77,Mitte,f,Private room,3,Private room,2.0,2.0,59.0,1,98.0,24,t,0.0
8806,96.0,337,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,56.0,1,90.0,47,t,1.0
8808,100.0,363,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,1.0,89.0,190,0.0,39,f,2.5
8811,80.0,165,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,4.0,81.0,2,86.0,27,t,1.0
8817,100.0,318,Steglitz - Zehlendorf,f,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,3,100.0,41,f,1.5
8822,100.0,290,Mitte,f,Private room,3,Private room,2.0,2.0,85.0,1,91.0,14,t,0.0
8830,100.0,295,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,4.0,245.0,2,100.0,27,f,2.5
8833,0.0,90,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,90.0,8,100.0,6,t,1.0
8839,0.0,254,Lichtenberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,99.0,6,100.0,17,f,1.5
8853,100.0,342,Lichtenberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,44.0,2,94.0,27,t,1.0
8862,0.0,365,Mitte,f,Private room,5,Private room,1.0,2.0,59.0,1,0.0,10,t,1.5
8869,100.0,209,Mitte,t,Entire home/apt,7,Entire home/apt,3.0,3.0,274.0,2,98.0,27,f,2.0
8901,100.0,244,Spandau,t,Entire home/apt,3,Entire home/apt,1.0,3.0,59.0,2,99.0,23,t,1.0
8918,67.0,61,Neukölln,t,Private room,3,Private room,1.0,2.0,36.0,1,95.0,22,f,0.0
8937,100.0,65,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,33.0,1,93.0,25,t,1.0
8950,83.0,250,Pankow,t,Entire home/apt,5,Entire home/apt,3.0,3.0,200.0,3,100.0,23,f,2.0
8956,100.0,295,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,1.0,59.0,3,98.0,23,f,1.0
8960,100.0,171,Tempelhof - Schöneberg,t,Private room,3,Private room,2.0,2.0,120.0,3,97.0,14,f,0.0
8961,100.0,54,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,39.0,1,91.0,27,t,1.0
8967,100.0,361,Marzahn - Hellersdorf,f,Entire home/apt,7,Entire home/apt,2.0,7.0,169.0,4,94.0,32,t,1.5
8998,100.0,354,Lichtenberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,70.0,2,98.0,46,f,1.0
9003,90.0,290,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,109.0,5,96.0,7,f,1.0
9004,90.0,359,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,95.0,5,83.0,14,f,1.0
9010,100.0,84,Lichtenberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,47.0,1,97.0,23,f,1.0
9015,50.0,358,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,3.0,400.0,5,100.0,25,f,2.0
9020,100.0,180,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,36.0,1,91.0,17,t,0.0
9022,100.0,178,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,4.0,40.0,1,88.0,8,f,0.0
9024,100.0,178,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,36.0,1,86.0,9,f,0.0
9025,100.0,267,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,4.0,36.0,1,84.0,9,f,0.0
9028,100.0,179,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,2.0,38.0,1,89.0,9,f,0.0
9032,0.0,74,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,1.0,40.0,5,97.0,28,t,0.0
9055,81.0,360,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,4.0,66.0,1,92.0,25,t,1.0
9065,100.0,58,Neukölln,t,Entire home/apt,4,Entire home/apt,1.0,2.0,55.0,2,97.0,20,f,1.0
