neighbourhood,neighbourhood_group,accommodates,room_type,bathrooms,bedrooms,beds,price,review_scores_rating,availability_365,instant_bookable
Reuterstraße,Neukölln,8,Private room,2,1,8,80,0,343,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,2,2,2,107,90,89,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,66,0,313,f
Neu Lichtenberg,Lichtenberg,5,Private room,0,2,2,45,0,89,f
Mahlsdorf,Marzahn - Hellersdorf,4,Entire home/apt,1,2,4,75,90,154,f
Neue Kantstraße,Charlottenburg-Wilm.,3,Private room,0,1,3,72,0,301,t
Tiergarten Süd,Mitte,4,Entire home/apt,1,2,2,89,97,174,t
Prenzlauer Berg Südwest,Pankow,7,Entire home/apt,1,2,3,78.86,93,336,t
MV 2,Reinickendorf,3,Private room,0,1,3,62,0,361,t
Alexanderplatz,Mitte,5,Entire home/apt,1,1,2,86,100,89,f
Lankwitz,Steglitz - Zehlendorf,6,Entire home/apt,1.5,3,3,125,100,88,f
Plänterwald,Treptow - Köpenick,6,Entire home/apt,1.5,3,6,90,90,201,t
Moabit Ost,Mitte,6,Entire home/apt,1,1,3,42,97,76,t
Schloß Charlottenburg,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,65,0,68,t
Helmholtzplatz,Pankow,5,Entire home/apt,1,2,2,64,100,159,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1.5,1,2,250,0,288,f
Moabit Ost,Mitte,4,Entire home/apt,1.5,1,1,90,0,138,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,80,0,292,t
Niederschöneweide,Treptow - Köpenick,12,Shared room,0,1,11,15,70,364,f
Alexanderplatz,Mitte,4,Entire home/apt,1,3,4,76,0,360,f
Reuterstraße,Neukölln,6,Entire home/apt,1,2,3,50,70,360,f
Halensee,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,43,0,355,t
Weißensee,Pankow,6,Entire home/apt,1,1,2,120,97,353,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,1,70,100,43,f
Westend,Charlottenburg-Wilm.,6,Entire home/apt,2,2,4,160,0,355,t
Haselhorst,Spandau,4,Entire home/apt,1,1,4,350,0,89,f
Neue Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,79,95,75,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Private room,0,1,0,50,0,271,t
Westend,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,85,95,59,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,60,0,350,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,65,0,353,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,1,2,3,75,0,287,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,1,2,3,80,0,365,t
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,1,2,60,0,293,t
Tiergarten Süd,Mitte,4,Private room,0,1,2,75,100,260,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,69,94,147,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,2,1,4,120,0,83,f
Kantstraße,Charlottenburg-Wilm.,6,Private room,1.5,3,3,250,0,365,t
Tiergarten Süd,Mitte,6,Private room,0,2,3,109,100,259,t
Neuköllner Mitte/Zentrum,Neukölln,5,Entire home/apt,1,2,3,56.71,94,256,f
Tiergarten Süd,Mitte,3,Entire home/apt,1,1,1,59.57,94,36,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,39,87,152,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,1,2,69,0,320,f
Kurfürstendamm,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,67,97,47,t
Alexanderplatz,Mitte,6,Entire home/apt,1,3,4,180,100,129,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,2,80,100,363,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,112,0,364,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,53,94,51,f
Alexanderplatz,Mitte,4,Private room,0,1,0,119,80,59,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,2,63,100,78,f
Wedding Zentrum,Mitte,4,Private room,0,2,3,85,95,84,f
Prenzlauer Berg Süd,Pankow,6,Entire home/apt,1,1,3,65.71,90,167,t
Reuterstraße,Neukölln,3,Entire home/apt,1,2,2,89,100,38,f
Brunnenstr. Süd,Mitte,6,Entire home/apt,2,1,3,79,20,54,f
Reuterstraße,Neukölln,4,Entire home/apt,1,1,2,99,97,123,f
Brunnenstr. Süd,Mitte,5,Entire home/apt,1,1,2,52,84,162,t
Helmholtzplatz,Pankow,6,Entire home/apt,1,2,4,85,0,299,t
Spandau Mitte,Spandau,6,Entire home/apt,1,2,5,63,80,90,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Private room,0,3,0,90,0,89,f
Kurfürstendamm,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,150,0,362,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,92,0,88,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,85,80,78,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,6,Private room,2,2,5,700,0,323,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,3,235,100,169,t
Alexanderplatz,Mitte,3,Entire home/apt,1,2,2,65,0,179,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,2,2,2,110,90,322,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,89,100,78,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,2,60,95,356,t
Prenzlauer Berg Süd,Pankow,5,Entire home/apt,1,1,4,79,93,326,t
West 5,Reinickendorf,4,Entire home/apt,1,1,2,65,80,354,t
Neue Kantstraße,Charlottenburg-Wilm.,3,Private room,0,1,3,78,0,300,t
Düsseldorfer Straße,Charlottenburg-Wilm.,5,Entire home/apt,1,2,3,88,98,141,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,81,100,233,t
Spandau Mitte,Spandau,5,Entire home/apt,1,2,3,138,100,307,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,88,99,276,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,65,90,308,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,1,2,89,0,179,f
Kurfürstendamm,Charlottenburg-Wilm.,5,Entire home/apt,1,1,3,55,90,90,f
Helmholtzplatz,Pankow,3,Entire home/apt,1.5,1,2,39,0,34,t
Drakestr.,Steglitz - Zehlendorf,4,Entire home/apt,1,2,3,150,0,365,t
Wilhelmstadt,Spandau,3,Entire home/apt,1,2,1,47,100,319,t
Osloer Straße,Mitte,16,Entire home/apt,1.5,7,17,300,100,359,t
Helmholtzplatz,Pankow,4,Private room,0,1,1,49,0,127,f
Wiesbadener Straße,Charlottenburg-Wilm.,6,Entire home/apt,1,3,3,53,96,36,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,4,144,98,67,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,5,Entire home/apt,1,1,2,50,90,138,t
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,2,2,69,88,335,f
Schloßstr.,Steglitz - Zehlendorf,3,Entire home/apt,1,2,3,80,0,365,f
Blankenburg/Heinersdorf/Märchenland,Pankow,4,Entire home/apt,1,2,3,100,0,228,f
Marienfelde,Tempelhof - Schöneberg,3,Private room,0,1,0,20,100,58,f
Alexanderplatz,Mitte,7,Entire home/apt,2,3,3,300,100,365,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,92,98,267,f
Schloß Charlottenburg,Charlottenburg-Wilm.,4,Entire home/apt,1,2,3,42,0,110,f
Kurfürstendamm,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,167,0,258,t
Oberschöneweide,Treptow - Köpenick,3,Entire home/apt,1,1,1,48,93,76,f
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,2,2,2,94,0,365,t
Halensee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,50,100,338,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,60,0,365,t
Schöneberg-Nord,Tempelhof - Schöneberg,4,Private room,0,1,2,36,88,364,t
Wedding Zentrum,Mitte,4,Entire home/apt,1,2,2,78,100,331,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,3,50,0,323,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,100,100,49,t
Parkviertel,Mitte,4,Entire home/apt,1,2,2,66,95,58,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,3,70,96,252,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,7,Entire home/apt,1,3,7,100,60,355,t
Spandau Mitte,Spandau,4,Entire home/apt,1,2,2,40,0,129,f
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,2,2,67,0,259,f
Düsseldorfer Straße,Charlottenburg-Wilm.,3,Entire home/apt,2,2,3,130,100,353,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,2,1,0,1000,0,364,f
Hakenfelde,Spandau,4,Entire home/apt,1,1,2,42,87,48,t
Kurfürstendamm,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,110,0,90,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,6,Private room,0,1,4,750,0,365,t
Johannisthal,Treptow - Köpenick,4,Entire home/apt,1,1,3,39,100,90,t
Helmholtzplatz,Pankow,6,Entire home/apt,1,2,4,82,100,177,t
Neue Kantstraße,Charlottenburg-Wilm.,3,Private room,0,1,3,65,0,301,t
Friedrichsfelde Süd,Lichtenberg,5,Entire home/apt,1,2,4,99,0,303,f
Moabit West,Mitte,15,Private room,0,1,1,41,80,365,f
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,60,0,308,f
Mierendorffplatz,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,57,96,169,t
Neue Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,95,98,258,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,60,0,365,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,56,0,365,t
Regierungsviertel,Mitte,12,Entire home/apt,2.5,5,5,457,0,78,t
Neue Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,64,100,365,t
Prenzlauer Berg Nord,Pankow,5,Entire home/apt,1,1,4,71,100,364,t
Halensee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,3,44,0,77,t
Altstadt-Kietz,Treptow - Köpenick,3,Entire home/apt,1,2,2,100,100,158,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,2.5,2,2,74,0,89,f
Prenzlauer Berg Süd,Pankow,3,Private room,0,1,2,60,100,107,f
Reuterstraße,Neukölln,3,Entire home/apt,1,1,2,70,90,59,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,83,98,212,f
Neue Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,1,45,0,201,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1.5,2,2,110,100,88,f
Schloß Charlottenburg,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,117,98,75,f
Reuterstraße,Neukölln,8,Entire home/apt,1,3,4,169,100,342,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,73,90,81,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,3,80,0,345,t
Albrechtstr.,Steglitz - Zehlendorf,5,Entire home/apt,1,2,5,99,80,354,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,0,1,1,80,87,82,f
Alexanderplatz,Mitte,4,Private room,0,1,2,51,99,47,t
Friedrichshagen,Treptow - Köpenick,3,Entire home/apt,1,1,2,65,100,171,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,1.5,1,1,60,80,365,f
Osloer Straße,Mitte,4,Entire home/apt,1,1,2,30,93,284,f
Buckow,Neukölln,6,Entire home/apt,1,3,6,90,100,180,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,5,Entire home/apt,1.5,2,2,160,100,88,f
Albrechtstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,2,2,85,100,293,f
Prenzlauer Berg Ost,Pankow,8,Entire home/apt,1,1,5,89,100,338,t
Reuterstraße,Neukölln,4,Entire home/apt,1,1,1,61,0,84,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,53,100,49,t
Helmholtzplatz,Pankow,3,Entire home/apt,1,2,2,49,0,42,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,65,76,311,f
Prenzlauer Berg Nordwest,Pankow,3,Private room,0,1,2,30,83,82,t
Brunnenstr. Süd,Mitte,4,Private room,0,1,1,26,86,77,t
Weißensee,Pankow,7,Entire home/apt,1,3,5,119,92,138,f
Alexanderplatz,Mitte,8,Entire home/apt,1,3,6,150,0,336,t
Britz,Neukölln,4,Entire home/apt,1,1,2,110,100,43,t
Wedding Zentrum,Mitte,10,Entire home/apt,2,3,6,70,98,60,t
Adlershof,Treptow - Köpenick,5,Entire home/apt,1,2,5,100,100,178,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,2,2,120,100,351,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,35.71,97,119,f
Britz,Neukölln,4,Entire home/apt,1,1,2,63,95,346,f
Oberschöneweide,Treptow - Köpenick,4,Private room,0,1,2,22,100,119,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,49,95,30,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,2,2,150,100,40,f
Drakestr.,Steglitz - Zehlendorf,6,Entire home/apt,1,2,3,136,0,323,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,51,90,72,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,56,80,74,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,59,80,69,t
Rixdorf,Neukölln,4,Private room,0,1,1,40,85,84,t
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,1,1,3,64,87,46,t
Alexanderplatz,Mitte,3,Private room,0,1,0,114,0,311,t
Prenzlauer Berg Süd,Pankow,3,Private room,0,1,3,63,100,80,t
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,1,1,2,50,100,47,f
Mahlsdorf,Marzahn - Hellersdorf,4,Entire home/apt,1,1,2,60,100,79,f
Prenzlauer Berg Südwest,Pankow,3,Entire home/apt,1,2,2,90,100,122,f
Alexanderplatz,Mitte,6,Entire home/apt,1,2,2,50,87,362,t
Rahnsdorf/Hessenwinkel,Treptow - Köpenick,6,Entire home/apt,2,3,4,214,90,365,t
Haselhorst,Spandau,5,Entire home/apt,1,2,0,220,0,181,f
Regierungsviertel,Mitte,4,Entire home/apt,1,2,2,90,90,89,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,110,60,78,f
Regierungsviertel,Mitte,4,Entire home/apt,1,1,2,60,93,363,f
Düsseldorfer Straße,Charlottenburg-Wilm.,5,Entire home/apt,1,3,3,65,80,72,t
Wedding Zentrum,Mitte,4,Entire home/apt,1,2,0,80,0,66,f
Prenzlauer Berg Nordwest,Pankow,4,Private room,0,2,4,85,90,311,t
Schöneberg-Süd,Tempelhof - Schöneberg,5,Entire home/apt,2,3,4,95,0,291,f
Moabit Ost,Mitte,6,Entire home/apt,1.5,2,5,80,0,303,f
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,347,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,295,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,347,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,358,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,345,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,351,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,292,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,350,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,346,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,344,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,349,t
Köpenick-Süd,Treptow - Köpenick,6,Entire home/apt,2,2,0,175,0,332,t
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,55,97,64,t
Alexanderplatz,Mitte,8,Entire home/apt,2,3,8,183,70,339,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,5,Entire home/apt,1.5,1,2,65,0,257,f
Prenzlauer Berg Nordwest,Pankow,4,Private room,0,1,3,59,90,305,t
Helmholtzplatz,Pankow,5,Entire home/apt,1.5,2,4,58.29,0,211,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,2,84,95,360,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,6,150,88,345,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,4,119,67,360,t
Albrechtstr.,Steglitz - Zehlendorf,3,Entire home/apt,1,1,2,39,0,297,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Private room,0,2,2,95,0,352,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,49,93,56,t
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,104,80,50,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,2,1,70,100,232,f
Haselhorst,Spandau,4,Entire home/apt,1,1,2,59,97,81,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Private room,0,1,3,38,96,348,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,80,98,360,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1.5,1,2,100,100,356,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,2,1,75,70,48,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,3,3,95,0,351,f
Schöneberg-Nord,Tempelhof - Schöneberg,5,Private room,0,1,3,99,0,365,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1.5,1,1,85,0,61,f
Alexanderplatz,Mitte,7,Entire home/apt,1,3,4,80,0,354,f
Moabit West,Mitte,3,Private room,0,1,1,30,100,48,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,1,80,0,180,f
Kantstraße,Charlottenburg-Wilm.,5,Entire home/apt,1,2,2,111,100,59,t
Alexanderplatz,Mitte,4,Entire home/apt,1.5,2,1,101,90,136,f
Moabit Ost,Mitte,4,Entire home/apt,1,1,2,53,90,360,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,1,89,0,48,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,8,Private room,0,2,2,355,0,365,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,2,3,1,170,0,43,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,6,Entire home/apt,2,1,3,49,0,63,t
Westend,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,90,0,181,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,2,60,0,72,f
Prenzlauer Berg Südwest,Pankow,3,Private room,0,1,1,55,0,351,f
Alexanderplatz,Mitte,3,Private room,0,1,3,32,80,47,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,1,33,100,45,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,72,100,49,t
Alexanderplatz,Mitte,4,Private room,0,1,2,32,80,44,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,10,Entire home/apt,1,4,5,110,0,333,f
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,1,0,92,100,80,t
Weißensee,Pankow,4,Entire home/apt,1,1,2,51,100,73,f
Alt-Lichtenberg,Lichtenberg,3,Private room,0,1,1,40,0,87,f
Altstadt-Kietz,Treptow - Köpenick,4,Entire home/apt,1.5,2,2,90,100,56,f
Bohnsdorf,Treptow - Köpenick,6,Entire home/apt,1,2,4,62,100,159,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,65,0,355,t
Kantstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,3,3,90,0,180,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,98,0,339,t
Zehlendorf  Nord,Steglitz - Zehlendorf,6,Entire home/apt,4,3,3,270,0,365,t
Wedding Zentrum,Mitte,10,Entire home/apt,2,3,1,149,0,81,t
Alexanderplatz,Mitte,4,Private room,0,1,4,82,0,330,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,2,4,96,0,157,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,50,20,188,f
Kantstraße,Charlottenburg-Wilm.,4,Private room,0,2,2,150,0,365,t
Oberschöneweide,Treptow - Köpenick,4,Entire home/apt,1,2,4,99,0,362,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,2,2,2,93,0,180,t
Parkviertel,Mitte,4,Entire home/apt,1,2,1,60,0,177,t
Regierungsviertel,Mitte,6,Entire home/apt,1,3,3,106.14,95,32,f
Schöneberg-Nord,Tempelhof - Schöneberg,4,Entire home/apt,1,3,4,65,20,96,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,63.29,80,354,f
Prenzlauer Berg Ost,Pankow,3,Entire home/apt,1,1,2,37.14,90,49,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,1,70,0,365,f
Rixdorf,Neukölln,4,Entire home/apt,1,2,2,65,0,48,t
Helmholtzplatz,Pankow,3,Private room,0,1,3,88,0,175,t
Moabit Ost,Mitte,4,Entire home/apt,1,1,3,53,100,65,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Private room,0,1,2,80,0,362,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,1,100,100,328,t
Tiergarten Süd,Mitte,3,Entire home/apt,1,1,1,96,100,124,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,2,75,0,352,t
Friedenau,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,88,0,320,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,45,100,263,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,49,0,56,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Private room,0,1,4,55,0,365,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Private room,0,1,3,45,100,358,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Private room,0,1,4,55,0,364,f
Rahnsdorf/Hessenwinkel,Treptow - Köpenick,4,Entire home/apt,1,1,2,40,100,135,t
Schloßstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,1,2,60,80,361,t
Alexanderplatz,Mitte,5,Entire home/apt,0,2,5,120,85,356,t
Alexanderplatz,Mitte,5,Entire home/apt,0,2,5,120,80,356,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,4,100,60,364,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,100,0,166,t
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,1,94,100,363,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,7,Entire home/apt,1.5,2,5,175,0,347,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,88,0,36,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,2,80,0,89,f
Osloer Straße,Mitte,5,Entire home/apt,1,1,3,79,60,362,t
Rixdorf,Neukölln,3,Private room,0,1,1,35,100,90,t
Prenzlauer Berg Süd,Pankow,4,Private room,0,1,4,70,0,73,t
Alexanderplatz,Mitte,5,Entire home/apt,1,1,3,100,100,354,t
Drakestr.,Steglitz - Zehlendorf,3,Entire home/apt,1,1,0,55,0,50,f
Alexanderplatz,Mitte,5,Entire home/apt,1,1,3,100,80,358,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Private room,0,1,4,55,0,365,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Private room,1,1,3,45,100,364,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,1,50,0,337,f
Rixdorf,Neukölln,3,Entire home/apt,1,1,2,56,0,41,t
Schönholz/Wilhelmsruh/Rosenthal,Pankow,3,Private room,0,1,0,39,0,167,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,1,56,0,357,t
Wilhelmstadt,Spandau,3,Entire home/apt,1,1,3,26,0,109,f
Pankow Süd,Pankow,4,Entire home/apt,1,3,3,80,0,165,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,70,100,152,f
Weißensee Ost,Pankow,3,Entire home/apt,1,2,3,47,0,348,t
Schönholz/Wilhelmsruh/Rosenthal,Pankow,3,Private room,0,1,3,33,0,179,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,0,2,0,215,0,236,t
Kurfürstendamm,Charlottenburg-Wilm.,5,Entire home/apt,1,2,5,75,0,75,f
Kurfürstendamm,Charlottenburg-Wilm.,5,Entire home/apt,1,1,3,75,0,87,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,5,Entire home/apt,1,2,0,87,0,333,t
Altstadt-Kietz,Treptow - Köpenick,4,Entire home/apt,1,1,3,48,0,82,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,6,130,60,347,t
Alexanderplatz,Mitte,10,Entire home/apt,1,3,9,180,0,349,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,3,58,0,149,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,2,2,46,0,233,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,0,1,2,48,0,362,f
Albrechtstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,2,2,70,0,83,t
Johannisthal,Treptow - Köpenick,3,Entire home/apt,1,1,2,62,0,351,t
Brunnenstr. Nord,Mitte,4,Entire home/apt,2,2,2,64,0,365,t
Oberschöneweide,Treptow - Köpenick,3,Entire home/apt,1,2,2,13,0,88,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,46,20,297,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,47,0,295,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,3,46.57,100,297,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,3,47,0,296,t
